1.000000000000000021e-03	-1.283800001955408736e-05
1.258925411794167490e-03	-1.531164131957780917e-05
1.584893192461114082e-03	-1.825826061823241592e-05
1.995262314968880655e-03	-2.176709572302166899e-05
2.511886431509582039e-03	2.594382455156860339e-05
3.162277660168382430e-03	-3.091346127957486048e-05
3.981071705534977752e-03	3.682371747137987042e-05
5.011872336272729829e-03	-4.384888681408613163e-05
6.309573444801942418e-03	5.219431327526049836e-05
7.943282347242829403e-03	6.210150070810931339e-05
1.000000000000002102e-02	7.385391555285673989e-05
1.258925411794170092e-02	8.778352113918079622e-05
1.584893192461117248e-02	1.042780591826872544e-04
1.995262314968885078e-02	1.237890573200962506e-04
2.511886431509587417e-02	1.468404854695468836e-04
3.162277660168388849e-02	1.740379011302319989e-04
3.981071705534985211e-02	2.060778047790473165e-04
5.011872336272740064e-02	2.407243282716050974e-04
6.309573444801955255e-02	2.806264905658831829e-04
7.943282347242845709e-02	3.264711056053809925e-04
1.000000000000004080e-01	3.789003117560341767e-04
1.258925411794172555e-01	4.385297526076088314e-04
1.584893192461120648e-01	5.058985657944005485e-04
1.995262314968888895e-01	5.813969486887981750e-04
2.511886431509592343e-01	6.651638846762796898e-04
3.162277660168395510e-01	7.569458974731688855e-04
3.981071705534993677e-01	8.559061548267578876e-04
5.011872336272750195e-01	9.602716557618638186e-04
6.309573444801969133e-01	1.067269879318091894e-03
7.943282347242862640e-01	1.172511261730059496e-03
1.000000000000006217e+00	1.269613134203980342e-03
1.258925411794175275e+00	1.349789168277921439e-03
1.584893192461123812e+00	1.401641417151108055e-03
1.995262314968893058e+00	1.411512784548156008e-03
2.511886431509597450e+00	1.365012853524354142e-03
3.162277660168402171e+00	1.250544258146076048e-03
3.981071705535002003e+00	1.065386705752746589e-03
3.981071705534972249e+00	1.088016076117487990e-03
4.073802778041127226e+00	9.811674489799849380e-04
4.168693834703353751e+00	8.832760014056674708e-04
4.265795188015927053e+00	7.938386790985894805e-04
4.365158322401660129e+00	7.123436586958529007e-04
4.466835921509631824e+00	6.382761283195241813e-04
4.570881896148750734e+00	5.711238745878717289e-04
4.677351412871982639e+00	5.103824858839496994e-04
4.786300923226384008e+00	4.555600198896648211e-04
4.897788193684462499e+00	4.061810273317809691e-04
5.011872336272723771e+00	3.617932681850547405e-04
5.128613839913649386e+00	3.425424238506257000e-04
5.248074602497727170e+00	3.429049300354669832e-04
5.370317963702528452e+00	3.384721456483876455e-04
5.495408738576246677e+00	3.012287007144525092e-04
5.623413251903492061e+00	2.672821191554079594e-04
5.754399373371571258e+00	2.364342241329235584e-04
5.888436553555891351e+00	2.084892022305079632e-04
6.025595860743579557e+00	1.832545013289893531e-04
6.165950018614823946e+00	1.605416745669295162e-04
6.309573444801935160e+00	1.401671625097196448e-04
6.456542290346557245e+00	1.219530066355388958e-04
6.606934480075962846e+00	1.057274883312139254e-04
6.760829753919820106e+00	9.132568875654447098e-05
6.918309709189367496e+00	7.858996616008509864e-05
7.079457843841382214e+00	6.737034848948992411e-05
7.244359600749904260e+00	5.752484041129890221e-05
7.413102413009179159e+00	4.891964511386125342e-05
7.585775750291841923e+00	4.142930248849456521e-05
7.762471166286921687e+00	3.493674644427796904e-05
7.943282347242819341e+00	2.933328518859855166e-05
8.128305161640996701e+00	2.451850927825207187e-05
8.317637711026714342e+00	2.040013309650677507e-05
8.511380382023769897e+00	1.689377612510481995e-05
8.709635899560812078e+00	1.392269094518419006e-05
8.912509381337461178e+00	1.141744530985234308e-05
9.120108393559103632e+00	9.315565880037056116e-06
9.332543007969917426e+00	7.561151304791249143e-06
9.549925860214367290e+00	6.104462262167584056e-06
9.772372209558113809e+00	4.901495865718957468e-06
