1.000000000000000021e-03	-2.308268914967428440e-05
1.258925411794167490e-03	2.756406864505570316e-05
1.584893192461114082e-03	-3.291344429764905415e-05
1.995262314968880655e-03	3.929827047864304556e-05
2.511886431509582039e-03	4.691808818371464402e-05
3.162277660168382430e-03	5.601060133289905064e-05
3.981071705534977752e-03	6.685887995210352229e-05
5.011872336272729829e-03	7.979989127191222989e-05
6.309573444801942418e-03	9.523459293713855986e-05
7.943282347242829403e-03	1.136398601942581498e-04
1.000000000000002102e-02	1.355825613638448712e-04
1.258925411794170092e-02	1.617361432139408398e-04
1.584893192461117248e-02	1.929001398821415412e-04
1.995262314968885078e-02	2.300230752290237921e-04
2.511886431509587417e-02	2.742292878649072244e-04
3.162277660168388849e-02	3.268502686854435259e-04
3.981071705534985211e-02	3.894611595367235843e-04
5.011872336272740064e-02	4.588376504242481775e-04
6.309573444801955255e-02	5.401778571284219241e-04
7.943282347242845709e-02	6.355699099077901726e-04
1.000000000000004080e-01	7.473137789975779158e-04
1.258925411794172555e-01	8.780407312390268657e-04
1.584893192461120648e-01	1.030744313601134315e-03
1.995262314968888895e-01	1.208807263276939640e-03
2.511886431509592343e-01	1.416020453797987074e-03
3.162277660168395510e-01	1.656588296566488669e-03
3.981071705534993677e-01	1.935112736259961318e-03
5.011872336272750195e-01	2.256390905665755110e-03
6.309573444801969133e-01	2.625717444481150738e-03
7.943282347242862640e-01	3.048371469672150804e-03
1.000000000000006217e+00	3.529457159906345277e-03
1.258925411794175275e+00	4.073517337315168442e-03
1.584893192461123812e+00	4.683967723082684692e-03
1.995262314968893058e+00	5.362295493461940142e-03
2.511886431509597450e+00	6.106949090855663675e-03
3.162277660168402171e+00	6.911833061873781311e-03
3.981071705535002003e+00	7.764315098282280683e-03
5.011872336272761075e+00	8.642675661615070726e-03
6.309573444801981346e+00	9.514126576994842016e-03
7.943282347242877961e+00	1.032817309253750669e-02
1.000000000000008171e+01	1.101584162578782972e-02
1.258925411794176519e+01	1.148674560950046705e-02
1.584893192461127143e+01	1.163098744210773472e-02
1.584893192461113287e+01	1.172371911742557844e-02
1.621810097358929781e+01	1.116889065068280180e-02
1.659586907437560654e+01	1.062910260532917185e-02
1.698243652461744446e+01	1.010427078967367047e-02
1.737800828749375270e+01	9.594320752586479178e-03
1.778279410038922848e+01	9.099187581300370586e-03
1.819700858609983385e+01	8.618815578982533948e-03
1.862087136662867692e+01	8.153157801211967717e-03
1.905460717963247319e+01	7.702175428215187608e-03
1.949844599758045405e+01	7.265836947721164910e-03
1.995262314968879735e+01	6.844117121832371704e-03
2.041737944669529625e+01	6.436995710669431332e-03
2.089296130854039646e+01	6.044455926101141748e-03
2.137962089502232388e+01	5.666482591056827209e-03
2.187761623949553069e+01	5.303059984221335232e-03
2.238721138568340052e+01	4.954169356845659379e-03
2.290867652767773421e+01	4.619786118458931758e-03
2.344228815319922532e+01	4.299876701827091453e-03
2.398832919019491072e+01	3.994395134769511066e-03
2.454708915685031201e+01	3.703279367304100188e-03
