2.511886431509580930e+01	3.426447426494245302e-03
2.570395782768864734e+01	3.163793497215515102e-03
2.630267991895382806e+01	2.915184053112251927e-03
2.691534803926916553e+01	2.680454185907201175e-03
2.754228703338167605e+01	2.459404300073808787e-03
2.818382931264455138e+01	2.251797350518945293e-03
2.884031503126607276e+01	2.057356800321322871e-03
2.951209226666387053e+01	1.875765461330556163e-03
3.019951720402017514e+01	1.706665351343636698e-03
3.090295432513591933e+01	1.549658658094564719e-03
3.162277660168381033e+01	1.404309844809946677e-03
3.235936569296284659e+01	1.270148868879659868e-03
3.311311214825912685e+01	1.146675420043985266e-03
3.388441561392027523e+01	1.033364023860959590e-03
3.467368504525318684e+01	9.296698063733169074e-04
3.548133892335756912e+01	8.350346818285818906e-04
3.630780547701015593e+01	7.488937100644734064e-04
3.715352290971728166e+01	6.706813743672520537e-04
3.801893963205614568e+01	5.998375525062642471e-04
3.890451449942808893e+01	5.358129895916285707e-04
3.981071705534975536e+01	4.780741265601276568e-04
4.073802778041130068e+01	4.261071872732669400e-04
4.168693834703357481e+01	3.794214756118154054e-04
4.265795188015930250e+01	3.776038747370843171e-04
4.365158322401663327e+01	3.780014722125996855e-04
4.466835921509634488e+01	3.550524635500938329e-04
4.570881896148754464e+01	3.155859332736679363e-04
4.677351412871986014e+01	2.796590327179675228e-04
4.786300923226387738e+01	2.470543819194849933e-04
4.897788193684466052e+01	2.175576320981545029e-04
5.011872336272727324e+01	1.911727231892986531e-04
5.128613839913653294e+01	1.691809415124753810e-04
5.248074602497730723e+01	1.492980276563605113e-04
5.370317963702532893e+01	1.313728338893389164e-04
5.495408738576251295e+01	1.152595794884930954e-04
5.623413251903496501e+01	1.008181902802982548e-04
5.754399373371575166e+01	8.791458535937123010e-05
5.888436553555895614e+01	7.642091024503315988e-05
6.025595860743584353e+01	6.621571638011320511e-05
6.165950018614828565e+01	5.718408750912937129e-05
6.309573444801939246e+01	4.921771408367156764e-05
6.456542290346563107e+01	4.221491742195280453e-05
6.606934480075967997e+01	3.608062588798879595e-05
6.760829753919826146e+01	3.072630584544566636e-05
6.918309709189372825e+01	2.606985057454129864e-05
7.079457843841387898e+01	2.203543071124104450e-05
7.244359600749909589e+01	1.855331007144892121e-05
7.413102413009184488e+01	1.555963095539611646e-05
7.585775750291847430e+01	1.299617318690868944e-05
7.762471166286927371e+01	1.081009122819960755e-05
7.943282347242825381e+01	8.953633724288790022e-06
8.128305161641003451e+01	7.383849774688121799e-06
8.317637711026721092e+01	6.062286107578552372e-06
8.511380382023776292e+01	4.954679148704691106e-06
8.709635899560818473e+01	4.030645740102625145e-06
8.912509381337467573e+01	3.263375980057490739e-06
9.120108393559110027e+01	2.629331333592127294e-06
9.332543007969924531e+01	2.107950811091022534e-06
9.549925860214374040e+01	1.681367640394946942e-06
9.772372209558120915e+01	1.334138473911803625e-06
